Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
USER tante kunti/g mana 2jtnya? mayan buat lebaran nih\xf0\x9f\x98\xa5',0,0,0,0,0,0,0,0,0,0,0,0
UDAH GILA YA YANG BIKIN WEBTOON MATAHARI 1/2 LINGKARAN. ITU YANG NIKAH ARKA?!?!?!? wah sinting gue yang nanges',0,1,0,0,0,0,0,0,0,0,0,0
"RT USER: Tonton,Perhatikan, dan Praktekan Mantap Need stronger bottom like that Anjing parah,, #gayvideo #gayvid #Gvid #gayBandung #g\xe2\x80\xa6'",0,1,0,0,0,0,0,0,0,0,0,0
"USER Ini rezim sensasional, tindakan dn peristiwa diluar NALAR kita smakin dominan terjdi, berdoalah smoga tidak ada yg mendeklarasikan Islam Cebong Nusantara .\xf0\x9f\x99\x8f'",1,1,0,1,0,0,0,0,1,0,1,0
"Sebelum Tentara Saudi Tiba di Suriah, ISIS BANCI LARI ke Libya URL URL",1,1,0,1,1,0,0,1,0,0,1,0
USER Brapa bayaran artis ini ya.. Bisa apa saja.. Menangis tertawa tersakiti dsb.. Memang multitalen\nArtis film komunis',0,0,0,0,0,0,0,0,0,0,0,0
"Jika ahok bebas, ULAMA, kemungkinan akan bisa memberi komando revolusi lengserkan jokowi*_ Sumber Dari:_URL",1,0,1,0,0,0,0,0,1,1,0,0
RT USER: Bolehkah rindu pada yang kau sebut bajingan sekalipun?',0,1,0,0,0,0,0,0,0,0,0,0
Selamat di atas penderitaan orang lain ? Hih. URL,1,0,1,0,0,0,0,0,1,1,0,0
Rindu dengan pemimpin-pemimpin seperti mereka ð???,0,0,0,0,0,0,0,0,0,0,0,0
â??Fabi ayyi alaâ??i Rabbikuma tukazziban â?? ; Alhamdulilah Nikmat Tuhan Manalagi yg akan kalian Dustakan ð???ð??? #HaturNuhunJokowi #2019TetapJokowi,0,0,0,0,0,0,0,0,0,0,0,0
budha membantai muslim rohingya,1,0,0,1,1,0,0,0,0,0,1,0
Presiden Trump: AS-Korut Adakan Pembicaraan Langsung Tingkat Tinggi: Presiden Amerika Donald Trumpâ?¦ #Beritadunia #VOA,0,0,0,0,0,0,0,0,0,0,0,0
"USER Kebijakan pengembalian barang kepada konsumen yg dilakukan apabila barang tersebut rusak, cacat produksi atau konsumen merasa kurang puas dengan produk tersebut terhitung selama 7 hari dari tanggal pembelian #HauzMiniQuiz #HauzID USER USER",0,0,0,0,0,0,0,0,0,0,0,0
USER pendusta itu pemimpin agama kristen gitu ya teh?,1,0,0,1,1,0,0,0,0,0,1,0
USER USER Elo yg goblog.. jdi twet si zonk m omongan si wowo g mengarah kesitu??',1,1,1,0,0,0,0,0,1,1,0,0
USER USER USER USER Kajakajakajakaja Muito bom',0,0,0,0,0,0,0,0,0,0,0,0
RT USER USER Kartu kredit gak punya tpi Utangan Negara Banyak,1,0,1,0,0,0,0,0,1,1,0,0
USER Mbappe\nNama : Nita Apriani\nDomisili : Palembang\n#kuismingguanguesehat\nID YouTube : Nita apriani',0,0,0,0,0,0,0,0,0,0,0,0
"aq paham skrg knp pemerintah pusat terkesan spt membiarkan ASU dgn segala progran2 bego progresifnya, taunya yaa biar masyarakat bisa nilai sendiri n pasti program2 itu ancur2 sendiri kok, ya namanya juga ASU, emang bisa apa selain pose elang ngepet.. URL",1,1,0,1,0,0,0,0,1,0,1,0
Tulisan pagi ini tentang budaya umum yang sebenarnya merugikan kesehatan; ; Semoga berguna,0,0,0,0,0,0,0,0,0,0,0,0
USER saat dipimpin USER jg menjadi pendorong kuat bagi UMP layak &amp; program #BPJS . Era penuh perubahan di kalangan buruh baik migran maupun lokal URL #JokowiCakImin #JokowiMajukanEkonomiUmat #JOIN2019 #JOINJombang #,0,0,0,0,0,0,0,0,0,0,0,0
Iya gegara bupati samosir bilang kalo jokowi presiden pertama yg datang ke samosir. Trus haters rame2 membantah bilang hoaks krna ada poto sukarno di tepi danau toba. Dia ga tau danau toba dikelilingi 7 kabupaten. Dan haters ini semua bukanlah orang sumut,0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: USER gua galak, kasar, omongannya gabisa dijaga. \n\ntapi pacar gua selama ini nerima gua apa adanya, kalau sayang mah mau ka\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0,0,0,0
USER Kita tentu tak ingin lagi melihat ada anak-anak yang harus ikut memikul bom demi menuruti delusi orang tuanya',0,0,0,0,0,0,0,0,0,0,0,0
"USER USER kaum cebong dungu, saham itu soal pengambilan keputusan mayoritas, bukan dapat keuntungan lebih banyak..\nemangnya siapa yg gaji pekerja, yg punya alatnya,? semua dari freeport..'",1,1,1,0,0,0,0,0,1,1,0,0
"USER USER USER USER USER USER USER USER USER USER USER Yg gak pake jilbab komunis? Megawati, sri mulyani, puan maharani lo sebut apa?\n\nMo ngetwit pinter dl ya tong...'",1,0,1,0,0,0,0,0,1,1,0,0
USER USER Gue semua cerita angst suka sekalipun yg sad ending ampe mewek beneran gue bacanya gembel banget gasih wkwk',0,1,0,0,0,0,0,0,0,0,0,0
USER USER USER USER lu bacot',1,1,1,0,0,0,0,0,1,1,0,0
USER Bodo amat!\nGak tertarik titik',0,1,0,0,0,0,0,0,0,0,0,0
"USER Lha bung Karno anti asing, indonesia keluar dari PBB dan gerakan non Blok dimulai dari beliau dan mayoritas Jawa memujanya sehingga dijadikannya presiden seumur hidup?! \n\nmentah min ente'",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER Kondisi mencret setelah minum susu kental manis bukan disebabkan oleh kadar gula di dalamnya, kondisi tersebut bisa terjadi karena banyak faktor seperti adanya intoleransi individu terhadap susu sapi.'",0,0,0,0,0,0,0,0,0,0,0,0
RT USER Apa pak Jokowi gak punya staf ahli khusus mempertahankan aset nasional? Terlalu.... diktator jomblo lokal,1,0,1,0,0,0,0,0,1,1,0,0
"USER USER USER USER USER USER USER USER USER USER USER USER USER Hanya orang tolol dan idiot yang merasa bahaya kalau dengar kata \xe2\x80\x9chutang\xe2\x80\x9d, dan dijadikan bahan bully pemerintah. Kritik Presiden? Cukup katakan: Pak, jangan sampai Hutang menyebabkan cashflow negara negatif.'",0,1,0,0,0,0,0,0,0,0,0,0
"USER ayahku tsundere, dingin, jarang omongan canggung gt sama orang asing, tapi kadang receh, dan ga pelit wkwk aku minta apa aja langsung dibeliin saat itu juga beda sama mama yg harus nabung dulu lah.\n\n[baru sampai di madrid jam 2 siang, ja",0,0,0,0,0,0,0,0,0,0,0,0
Makin masif saja para cina dan antek komunis URL,1,0,0,1,0,1,0,0,0,0,1,0
USER Asli bego gak kelar2 nih partai. Kualitas kayak gini disebut partai Allah. Ckckck.. Begonya lagi bani micin masih setia aja mendukung bosnya jadi capres. Dumbception..',1,1,0,1,0,0,0,0,1,0,1,0
"USER 100% orang indonesia yg waras sehat jasmani rohani sangat percaya Presiden jokowi muslim berpengaruh didunia, kecuali kader dan anggota gerindra yg tidak percaya #2019TetapJokowi",0,0,0,0,0,0,0,0,0,0,0,0
"USER miiinn, bener ya ternyata LB aku justru bertambah. Duuhh maaf min aku celeng sendiri. Udh ngerti skr. Hahaha, makasi min. You're the best!""",0,0,0,0,0,0,0,0,0,0,0,0
Benar2 Luar biasa...kami rakyat biasa hanya bisa melihat dan mendengar melakukan sesuai aturan.beberapa hari ini kabar di media terduga korupsi dan belum lagi berita TKA yang memenuhi timeline2 berita tv tapi... URL,0,0,0,0,0,0,0,0,0,0,0,0
"USER Pak USER proses buang Islam tak boleh main paksa, tapi harus dilakukan dengan kesadaran sendiri",1,0,0,1,1,0,0,0,0,0,1,0
Ahok harus Tamat penjarakan ahok penjarakan ahok,1,0,1,0,0,0,0,0,1,0,0,1
Isu pki terus di hembuskan grup grup pendukung prabowo,1,0,0,1,0,1,0,0,0,0,1,0
"Pak USER tolonglah. Ajak buzzer"" bapak untuk jadi lebih pinter. Bukan anggar jago menghina orang"" yg ngga suka. Pake lapor"" polisi. Duh!",1,0,1,0,0,0,0,0,1,1,0,0
"Belum dijelaskan, haji adalah penipuan? Ibrahim tak mungkin dikubur di Kabah, Anda biarkan rakyat ditipu Pak Lukman?",1,0,0,1,1,0,0,0,0,0,1,0
RT USER Sinting kah km ini bos yg mo bubarkan kpk siapa klo bkn km dan orang-orangmu,1,0,1,0,0,0,0,0,1,1,0,0
USER USER Sampean sarap ya..kl impor pswat terbg gak pa2.. ini impor garam. Gk kebayang indonesia yg isinya garam semua kok garam jgdiimpor ...dasar otak ente ampu kaki',1,1,1,0,0,0,0,0,1,1,0,0
Marked as to-read: Catatan Harian Menantu Sinting by Rosi L. Simamora URL,0,0,0,0,0,0,0,0,0,0,0,0
USER USER Ya..ttp aj waspada..!!Antek komunis itu pintr kamuflase..,1,0,0,1,0,1,0,0,0,0,1,0
"Jokowi, terpilih dan dilantik sebagai Presiden RI pada Oktober 2014.",0,0,0,0,0,0,0,0,0,0,0,0
USER \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81 sudah seharusnya pejabat pemerintahan dr gubernur sampai tingkat mentri dan DPR selayaknya dipotong gajihnya untk bayar pajak bayar zakat mal sisanya untk fakir miskin dan untk menutupi utang Neg,0,0,0,0,0,0,0,0,0,0,0,0
"apapun masalah nya , muara nya tanggung jawab Presiden.. solusi dari solusi terbaik.. Turunkan jokowi...!!",1,0,1,0,0,0,0,0,1,0,0,1
"Presiden USER meminta agar Sistem Perizinan Berusaha Terintegrasi Secara Online atau Online Single Submission bisa segera diterapkan baik di Kementerian, di tingkat Provinsi, di tingkat Kabupaten, di tingkat Kota. (Mus) #ElshintaItuAkurat USER",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Sekarang melecehkan gerakan sholat sudah legal mas.\n\nItu ada pejabat kenalkan olahraga aneh. Rejim sebelumnya kemana aja yak',0,0,0,0,0,0,0,0,0,0,0,0
USER Captain! Saya Tae Ganteng dari Garam Menjawab USER saya sepertinya wkwkw',0,0,0,0,0,0,0,0,0,0,0,0
USER Foto memek nya dong',0,1,0,0,0,0,0,0,0,0,0,0
"USER Jika ada tokoh agama, Lalu berpolitik praktis untuk jabatan2 publik?, Dengan menggunakan identitas keagamaan?. ?. Itu di lingkungan agama Budha, Ibaratkan ada yang mengaku biksu, Tetapi makan daging iya, Minum miras pun iya, Bahkan berkeluarga",1,0,0,1,1,0,0,0,0,0,1,0
USER USER USER Bukan milik kampret bodoh pastinya..ga sampe otaknya kampret',1,1,0,1,0,0,0,0,1,0,1,0
USER Ayo dah dukung penuh 1.000%; Yg jelas #2019GantiPresiden,1,0,1,0,0,0,0,0,1,1,0,0
USER USER USER USER ada jg penakar liberal sekuler syiah komunis intoleran ekstrimis',0,0,0,0,0,0,0,0,0,0,0,0
"namaku alana, aku memiliki permasalahan yang rumit. aku menyadari bahwa seseorang pasti pernah berada di titik terendah. dan disinilah aku, berada dititik terendah yang kelabu dan bisu. #novelalana #watrpad #shintadwi05'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Lu punya gue, punya dower, punya rapper, punya onta, lu milik semua tapi cukup gue yang punya hati elu'",0,0,0,0,0,0,0,0,0,0,0,0
"Gw juga ngimpi SENTILIN BIJI BABI AHOK, pcetar Pcetar, langsung kejang2 die, ngadu ke Jkw, Jkw: makanye sunat dulu, bru NGOMONG Almaidah.",1,1,1,0,0,0,0,0,1,1,0,0
USER Edan 3 bulan 14 T',0,1,0,0,0,0,0,0,0,0,0,0
"""Kalau kita tak faham hari ini, kita faham bahawa betapa tingginya ilmu ulama' dulu sampaikan kita pun tak faham.""; ; - TG Ahmad Ridauddin",0,0,0,0,0,0,0,0,0,0,0,0
USER Wkwkwkwk mampus luh',1,1,1,0,0,0,0,0,1,1,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Si Aseng mau rebut kekayaan Indonesia.. \xf0\x9f\x98\x82\xf0,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER Bodat KOMUNIS piaraan CINA LOLENG kau',1,1,1,0,0,1,0,0,0,1,0,0
RT USER Antek PKI dan simpatisannya juga proxy cina komunis pasti sangat membenci TNI dan Panglimanya. Wajar seekali merek,1,0,0,1,0,1,0,0,0,0,1,0
"USER USER USER USER USER USER Harus ganti ini rezim biar ulama ulama kita tak turun2 di jalan untuk demo2 suarakan keadilan.\nSalut buat USER, semoga demokrat dan partai islam lainnya ikut merapat.'",0,0,0,0,0,0,0,0,0,0,0,0
USER Anjir kata kata guhe',0,1,0,0,0,0,0,0,0,0,0,0
USER USER USER Klo taplak meja saya berwarna merah putih gk boleh ditaroin asbak rokok dong ya!!?',0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER Hindu tdk mengenal Hari Persidangan. Hindu percaya pada hukum karma, dimana Tuhan adalah programmer agung yg memastikan semua perbuatan akan mendatangkan hasil yg sepadan. Hasilnya bukan dibakar di neraka, tp dlm bentuk k",0,0,0,0,0,0,0,0,0,0,0,0
USER Kalau banci thailand mah cegan dong oppa',0,1,0,0,0,0,0,0,0,0,0,0
USER Promosi bani kampret',1,1,1,0,0,0,0,0,1,1,0,0
Sulit meyakinkan monyet bahwa apel lebih manis dari pisang.',0,0,0,0,0,0,0,0,0,0,0,0
Ini Daftar Lengkap 14 Proyek yang Dicoret Jokowi dari PSN; ;,0,0,0,0,0,0,0,0,0,0,0,0
Wah senang nya,0,0,0,0,0,0,0,0,0,0,0,0
"USER Iyain aja gua, lama-lama kayak orang idiot ngobrol sama lu hyung.'",0,1,0,0,0,0,0,0,0,0,0,0
USER Bukan nya elu dan gerombolan elu malah lebih sering menghina Presiden?? Mestinya lu duluan Yg diproses..',1,0,1,0,0,0,0,0,1,1,0,0
Saya suka video USER,0,0,0,0,0,0,0,0,0,0,0,0
"(cont.) kelamin wanita, terdengar memenuhi lokasi. Rasanya, setelah berubah wujud dirinya jadi lebih menjiwai perannya.\n\nDalam hati, ia mengutuk para pemburu atau orang-orang asing yang tiba-tiba saja mengejarnya bersama dengan timnya yang bertugas (co",0,0,0,0,0,0,0,0,0,0,0,0
USER Pers seharusnya dapat mengkritisi pernyataan Menteri Agama ini agar bangsa tidak terus dibohongi,0,0,0,0,0,0,0,0,0,0,0,0
USER KOK GUE LIAT INI SIH KAMPRET WKWK',0,1,0,0,0,0,0,0,0,0,0,0
sesembak depan camp jual zuzu zapi murni.\nmaw itu zuzu zapi or kambink or quda or onta or zebra murni\npasti sy tutup idung pas minumnya he',0,0,0,0,0,0,0,0,0,0,0,0
"USER Aku pawanf monyet, aku pawangnya dia monyetnya'",0,1,0,0,0,0,0,0,0,0,0,0
USER Bau2 korban cowok yg pinter cakep dan bikin baper dan onta \xf0\x9f\x98\x8c\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1,0,0,0,0,0,0,0,0,0,0
kapan kita mulai lengserkan jokowi frop ?itu udh lebih parah frop USER,1,0,1,0,0,0,0,0,1,0,0,1
USER USER buta ya om',1,1,1,0,0,0,1,0,0,1,0,0
Nyesel gua upfoll anjir fers nya hilang malah diaudit jd makin turun dr sebelumnya',0,1,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER BACA MULAI DARI JUDULNYE NYET BIAR GK JADI DOMBA IDIOT!!!',1,1,1,0,0,0,0,0,1,1,0,0
Pilkada NTT,0,0,0,0,0,0,0,0,0,0,0,0
Usai Dibebaskan Pengadilan Ust. Alfian Tanjung Langsung Ditangkap Lagi. Dimana keadilan? URL URL,1,0,1,0,0,0,0,0,1,1,0,0
"USER Ka'ab bin al-asyraf itu kan salah satu tokoh Yahudi yg sangat benci terhdap dakwah nabi, bgmana dia bisa hafal al-qur'an""",0,0,0,0,0,0,0,0,0,0,0,0
"USER Masalah segregation ni memang dari zaman dahulu ada. Since zaman nabi muhammad. Memang tak boleh ubah sikap manusia untuk mengamalkan budaya diskriminasi. Malaysia ni actually dah cukup aman. Pergaduhan memang ada, tapi tak seteruk di luar sa",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Fitnah makanan elo nih akun sampah..,1,1,1,0,0,0,0,0,1,1,0,0
"USER Luh anak monyet ,sllu bawa2 agama ,kalo bicara politik harus tau wawasan .wwsn luh dangkal jdi kalo di sosmed luh bcranya sektariannizrm - pemecah belah masalah umat dan beragam suku dan ras agama bicara para kecebong .makar .wong panglima gatot ajah .gak ada kaitanny",1,1,1,0,0,0,0,0,1,1,0,0
USER USER Hehehehe...Muhammadiyah sudah biasa mas. Dulu Kiai Dahlan dituduh kyai Kafir dll :-)',0,0,0,0,0,0,0,0,0,0,0,0
Banyak yaaa festival budaya bulan iniii... Nabuuunggg ð???ð???,0,0,0,0,0,0,0,0,0,0,0,0
"USER Lalu knp pada waktu itu al qur'an di jadikan alat bukti. Oleh kapolri dlm kasus bom surabaya""",0,0,0,0,0,0,0,0,0,0,0,0
Semoga Allah segera menghancurleburkan kafir Budha teroris yang telah menzalimi kaum Muslim Rohingya.,1,0,0,1,1,0,0,0,0,0,1,0
"RT USER: Itu lohhh yg dilakuin oppa oppa koriya, tapi banyak yg bilang oppa koriya banci tapi masa banci ikut militeran 2 tahun :) htt\xe2\x80\xa6'",0,1,0,0,0,0,0,0,0,0,0,0
"USER Karena gak pede juga kayaknya.. buktinya kisah-kisah ""profesor yahudi masuk islam karena takjub setelah meneliti bla bla bla..."" masih suka seliweran di grup WA \xf0\x9f\x98\x82'",0,0,0,0,0,0,0,0,0,0,0,0
"1. Meriah! Acara temu masyarakat Indonesia dgn Gubernur USER di KJRI Istanbul. Khususnya kpd para pelajar, Bapak Gubernur berpesan agar membangun jaringan dahulu sblm kembali ke Indonesia USER",0,0,0,0,0,0,0,0,0,0,0,0
RT USER USER Zaman pak SBY antek-antek PKI tdk merajalela mengganas seperti masa sekarang.,1,0,1,0,0,0,0,0,1,1,0,0
RT USER: CSIS pembohong jangan harp menang 2019 cuih URL,1,0,1,0,0,0,0,0,1,1,0,0
Jangankan soal sampah soal ngambil kursi di cafe aja manjaaaaa ga ketulungan',0,0,0,0,0,0,0,0,0,0,0,0
"dulu kan aku selalu tweet ""brb alhamdulillah"" sebab aku ingatkan brb tu sendawa kenyang HAHHAHAHAHA SORI NOOB tapi sekarang tahu lah, be right back (ececeh) #followerswajibtahu'",0,0,0,0,0,0,0,0,0,0,0,0
MUNDUR dari sekarang pak Gatot &amp; bersaing sehat dgn Pk Jokowi,1,0,1,0,0,0,0,0,1,1,0,0
"Sebetulnya yg teriak #2019GantiPresiden itu, ; 1. Mau Presiden nya dr Militer?; 2. apa ada opsi lain Capres dr Sipil?; ; Kita pengalaman 2 Mantan Presiden dr Militer yg menghasilkan: ; 1. Krisis moneter 1998 ; 2. Mega proyek yg mangkrak.; ; Jadi tak salah",0,0,0,0,0,0,0,0,0,0,0,0
RT USER: Pe Ka eS lagiiiii...!!! USER gitu lho... Partai Kampret Sejati URL,1,1,0,1,0,0,0,0,1,0,1,0
USER namanya juga cari nafkah bangsad',1,1,1,0,0,0,0,0,1,1,0,0
USER USER Setuju pakek banget... \n\n~ Sekjen PCN (Partai Cocot Nusantara)',1,1,0,1,0,0,0,0,1,0,1,0
makanan murah ya allah perlis ni paling yahudi penah makan pun 6 hengget sobsssss sukanyaaaa \xf0\x9f\x92\x96\xf0\x9f\x98\x8d',0,0,0,0,0,0,0,0,0,0,0,0
"USER Misalnya dlm tradisi semit yahudi, ada yg namanya bar dan bat mitzvah. Umur 12/13 yo suda dihitung dewasa. Jika ukurannya haid, banyak gadis yg 10 yo suda haid. Matang untuk kawin.\n\nTradisi di Hejaz gimana? Kawin usia berapa?'",0,0,0,0,0,0,0,0,0,0,0,0
Keparat bener org macam mantan gue itu',1,1,1,0,0,0,0,0,1,1,0,0
"USER Ada WNI Keturunan Arab yg justru berjuang tuk NKRI,semisal Raden Saleh Pahlawan Nasional,Habib Abubakar aktif dlm pergerakan Islam,AR Baswedan kakek Anies Baswedan anggota Badan Penyelidik Usaha Persiapan Kemerdekaan RI Mar'ie Muhammad eks Ke",0,0,0,0,0,0,0,0,0,0,0,0
Sekjen PBB keknya bagian dari Saracen.. :-),1,0,1,0,0,0,0,0,1,1,0,0
Saya suka video USER URL 'AHOK BEBAS' Anies Makin Terpuruk &amp; Terancam Gagal Jadi Gubernur Jika Sandi RESMI,1,0,1,0,0,0,0,0,1,1,0,0
USER Kampret sudah merusak Nusantara dari jaman Majapahit dan terus berlangsung hingga kini terlebih setelah diwadahi oleh HTI cs dg ide killafah',1,1,0,1,0,0,0,0,1,0,1,0
RT USER: USER Bejad pokonya dah',0,1,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER Jiaaahh gw aja g kepikiran loh cuma karna warna, kalo sempet ada yg mikir kek gitu, kebangetan idiot nya \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,1,0,0,0,0,0,0,0,0,0,0
"RT USER: USER USER USER kalo KH Ma'ruf ngomong pada belaga budek , pada belaga pilon, masih nyundul \xf0\x9f\x91\x89#gantipreside\xe2\x80\xa6""",1,1,0,1,0,0,1,0,0,0,1,0
"3) TSRM inilah juga hakim yang menyebabkan Mahkamah Persekutuan memutuskan penukaran agama tiga anak guru tadika, M Indira Gandhi (Muhammad Ridhuan Abdullah) hampir 10 tahun lalu daripada Hindu kepada Islam adalah terbatal dan tidak sah di sisi undang-un",0,0,0,0,0,0,0,0,0,0,0,0
Sy yakin klo rakyat di suruh mmilih spa harus di bubarkan psti nya DPR yg hrs di bubarkan ! wlo ga ssuai kntitusi URL,1,0,0,1,0,0,0,0,1,0,1,0
USER tambah sipit ga punya mata baru tau',0,0,0,0,0,0,0,0,0,0,0,0
USER Nyamuk keparat..',0,1,0,0,0,0,0,0,0,0,0,0
USER USER replyan gue ga dibalas mulu dasar onta cebong',1,1,1,0,0,0,0,0,1,1,0,0
Budaya demokrasi Amerika Serikat itu jauh lebih maju dari Indonesia. Rakyatnya tahu membedakan mana yg privat mana yg publik. Mereka faham penggunaan pesawat kepresidenan itu melekat kpd lembaga kepresidenan. Menyangkut keselamatan &amp; pengamanan Preside,0,0,0,0,0,0,0,0,0,0,0,0
Orang punya saksi anjing dikasus babi.. Tolol URL,1,1,1,0,0,0,0,0,1,1,0,0
"Saat ada tokoh yang bilang umat Muslim di negeri ini tertekan, sebagai Muslim saya melihat justru umat agama lain lebih tertekan.; ; Jumlah paling besar justru bikin kita makin egois, merasa punya hak lebih besar dibandingkan penganut agama lain.",0,0,0,0,0,0,0,0,0,0,0,0
"USER Aku nyanyiin. Nanti aku nyanyi lingsir wengi buat kamu ya, Iyo the Kunti.'",0,0,0,0,0,0,0,0,0,0,0,0
ANJING GOBLOG SETAN BANGSAT!!!!!!!!!!',1,1,1,0,0,0,0,0,1,1,0,0
"USER Ganti casing aja ,padahal nyatanya akusisi itu patungan dari beberapa bank asing \nNgilu banget dengar nya'",0,0,0,0,0,0,0,0,0,0,0,0
"Dari sisi kesadaran gender tetangga sebelah sdh jauh lbh maju.; Yg kerja istrinya, suami ngurus anak.; Secara ekonomi mayan, mobil 3 motor ninja 1.; ; Bgmn di lingkunganmu?",0,0,0,0,0,0,0,0,0,0,0,0
Kegiatan Kanit Binmas Polsek Singojuruh dalam rangka cipta kondisi aman dan kondusif jelang Pilkada..klik disinið???; ;,0,0,0,0,0,0,0,0,0,0,0,0
Apasal laa aku rindu. Eeeee.. Idiot betul laa \xf0\x9f\x98\xad',0,1,0,0,0,0,0,0,0,0,0,0
"Ahokers 11,12 = Jokowers Mereka Semakin KESURUPAN Rakus 2 periode ?? Krn itu #2019GantiPresiden Bergerak...",1,1,0,1,0,0,0,0,1,0,1,0
20.3 kb/s. Koneksi bangsad-_-',1,1,1,0,0,0,0,0,1,1,0,0
RT USER: Drama drama sekarang ending nya kenapa pada bangke gini. Ya #Return lah ya #Misty lah. Gue belum nonton sampe ending tapi da\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0
KAMU DASAR BAJINGAN...GAK BISA DIPERCAYA OMONGANNYA...',1,1,1,0,0,0,0,0,1,1,0,0
Turut berduka atas meninggal nya Ceo TS Kim Tae Song Terima kasih Sajangnim \xf0\x9f\x99\x8f \xf0\x9f\x8e\x97 USER',0,0,0,0,0,0,0,0,0,0,0,0
USER USER Ganti Presiden Endasmu atos....jangan ngumbar cocot he...goblog....',1,1,1,0,0,0,1,0,0,1,0,0
USER Membangun industri dan iklim perikanan di Indonesia jauh lebih penting dan sulit dibanding meledakkan kapal2 asing..',0,0,0,0,0,0,0,0,0,0,0,0
USER Males gua bacanya onta',1,1,1,0,0,0,0,0,1,1,0,0
RT USER: USER USER Anak pemberontak tak layak jadi apa-apa di negeri ini.,1,0,1,0,0,0,0,0,1,1,0,0
Pengeras suara kali pertama digunakan pada zaman Belanda. Ada masjid yang mengharamkannya.,0,0,0,0,0,0,0,0,0,0,0,0
Detik ini juga membuktikan\nLu lelaki BAJINGAN',1,1,1,0,0,0,0,0,1,1,0,0
Twit/Ritwit DPP #PDIPerjuangan:,0,0,0,0,0,0,0,0,0,0,0,0
USER Fadli Zoon politik si politik tapi harus tahulah Bahwa ini NKRI yg ada sejarahnya jangan dilupakan untuk kepenting pribadi atau partainya.sadarlah itu biar jangan kaco negara kita ini.yuk bela atau bantulah pak presiden Jokowi untuk memakmurkan,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0
USER USER Masalahnya urusan negara dan rumah tangga itu tidak bisa disamakan coi.... Jelas jauh berbeda. Jadi jangan dibuat terlalu sederhana juga.,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER Setuju ada Islam Nusantara, di Indonesia ada bbrp agama, skalian aja di buat Kristen Protestan Nusantara,Katolik Nusantara,Budha Nusantara,Hindu Nusantara dan agama lain ada Nusantaranya biar seragam dan NKR",0,0,0,0,0,0,0,0,0,0,0,0
Bandung udah ga butuh event2 tiap weekend atau tiap tanggal merah. Macet bangsad',1,1,0,1,0,0,0,0,1,0,1,0
RT USER presiden buta tuli makanya memimpin dg tubruk-tabrak dan budek denger rakyat teriak lengserkan jokowi,1,1,1,0,0,0,1,0,0,1,0,0
model bajunya MR J kok mirip sama Prabowo. kenapaah #2019GantiPresiden #2019TetapJokowi,0,0,0,0,0,0,0,0,0,0,0,0
"USER Entah gue yg geblek apa temen gue yang pinter, gatau deh :('",0,1,0,0,0,0,0,0,0,0,0,0
USER Jijik apa ni hahahahahaahahha kau kena ingat Nor hahahahahaahabababBa tempat kau buat karipap kat dapur sana bukan tepi queen',0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER Maaf nih....emang ada katolik nusantara?',0,0,0,0,0,0,0,0,0,0,0,0
bising betul cina cina ni \xf0\x9f\x99\x84',1,1,0,1,0,1,0,0,0,0,1,0
Timses Pasangan Calon Pilgub Jatim 2018 Apresiasi Debat Kandidat;,0,0,0,0,0,0,0,0,0,0,0,0
Nama artis boleh retweet takkan nama yang indah ni tak boleh? Penunggang agama detected,0,0,0,0,0,0,0,0,0,0,0,0
Bro USER jgn lupa dijenguk! Gara-gara asma dewi lo menang kan,1,0,1,0,0,0,0,0,1,1,0,0
USER WONG EDAN KOE',1,1,1,0,0,0,0,0,1,1,0,0
Jika bicara laptop dari China dan jika maksudnya adalah 'made in China' maka hampir 90% laptop seluruh dunia berasal dari China,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Penyebaran bahaya laten int,0,0,0,0,0,0,0,0,0,0,0,0
